filename,true_class,predicted_class,confidence,dataset_type,source,correct,all_probs
FE171_1.jpg,O. exaltata,O. exaltata,99.99991655349731,cropped,local,True,"[99.99991655349731, 1.89377487913589e-05, 3.477350105640653e-05, 1.0996721044875812e-05, 1.2276172967062848e-06, 6.472424018966194e-06]"
FE172_1.jpg,O. exaltata,O. exaltata,99.998939037323,cropped,local,True,"[99.998939037323, 9.703639989311341e-05, 1.986269921872008e-05, 6.933285590093874e-05, 8.453299642496859e-05, 0.0007859315701352898]"
FE173_1.jpg,O. exaltata,O. exaltata,99.99961853027344,cropped,local,True,"[99.99961853027344, 5.929395285875216e-06, 5.146482635609573e-05, 0.00012540774605440674, 3.6862402907900105e-06, 0.00019687399799295235]"
FE174_1.jpg,O. exaltata,O. exaltata,99.99839067459106,cropped,local,True,"[99.99839067459106, 9.366571873670182e-06, 4.179899448786273e-06, 0.0008531656021659728, 0.00021532662231038557, 0.0005267657797958236]"
FE175_1.jpg,O. exaltata,O. exaltata,98.50621223449707,cropped,local,True,"[98.50621223449707, 0.00017957172531168908, 0.00031703746117273113, 6.610214882130094e-05, 0.2989379456266761, 1.1942804791033268]"
FE176_1.jpg,O. exaltata,O. exaltata,99.92778897285461,cropped,local,True,"[99.92778897285461, 2.8780269190065155e-05, 8.23172996433641e-06, 0.00010862604540307075, 0.011784030357375741, 0.0602909189183265]"
FE177_1.jpg,O. exaltata,O. exaltata,99.99922513961792,cropped,local,True,"[99.99922513961792, 4.564943196783133e-05, 0.00016000292362150503, 1.0268956351922043e-06, 5.476886713040585e-05, 0.0005149798653292237]"
FE178_1.jpg,O. exaltata,O. exaltata,99.98403787612915,cropped,local,True,"[99.98403787612915, 0.00628014313406311, 0.006388415931724012, 0.000108900621853536, 0.0007734810424153693, 0.002412164758425206]"
FE178_2.jpg,O. exaltata,O. exaltata,94.52423453330994,cropped,local,True,"[94.52423453330994, 0.2768239937722683, 0.5215353798121214, 0.016911748389247805, 1.9785720854997635, 2.681909129023552]"
FE179_1.jpg,O. exaltata,O. exaltata,99.9961256980896,cropped,local,True,"[99.9961256980896, 5.2669980732389376e-05, 5.9102450222781044e-05, 4.788688912071848e-06, 0.0028549160560942255, 0.0009217262231686618]"
FE17_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 1.1502201857638283e-06, 2.4813557875091874e-07, 4.137609010967935e-06, 3.6061411634591423e-06, 1.499800061921519e-07]"
FE180_1.jpg,O. exaltata,O. exaltata,99.99727010726929,cropped,local,True,"[99.99727010726929, 4.863675258093281e-05, 6.200148163770791e-05, 0.00024136127194651635, 0.0018384198483545333, 0.0005426859388535377]"
FE180_2.jpg,O. exaltata,O. exaltata,95.19295692443848,cropped,local,True,"[95.19295692443848, 0.06811845232732594, 0.1463822554796934, 0.0027122328901896253, 1.1155781336128712, 3.4742500633001328]"
FE181_1.jpg,O. exaltata,O. exaltata,99.44806098937988,cropped,local,True,"[99.44806098937988, 0.015847559552639723, 0.009720883826958016, 0.0003066345698243822, 0.39863111451268196, 0.12743488186970353]"
FE181_2.jpg,O. exaltata,O. exaltata,99.99839067459106,cropped,local,True,"[99.99839067459106, 3.048046437470475e-06, 9.374221576763375e-06, 1.7165040944178145e-06, 0.0010812366781465244, 0.0005129987130203517]"
FE182_1.jpg,O. exaltata,O. exaltata,99.99539852142334,cropped,local,True,"[99.99539852142334, 0.000254547239819658, 0.001218073521158658, 1.3993663117162214e-05, 0.0023614615201950073, 0.0007614335117978044]"
FE183_1.jpg,O. exaltata,O. exaltata,99.99958276748657,cropped,local,True,"[99.99958276748657, 2.0089613528284644e-06, 5.639230948872864e-05, 5.8309790773591885e-06, 0.00016689904214217677, 0.00018926754137282842]"
FE183_2.jpg,O. exaltata,O. sphegodes,63.98913264274597,cropped,local,False,"[34.797412157058716, 0.017255065904464573, 0.08349238196387887, 0.05077929235994816, 63.98913264274597, 1.0619214735925198]"
FE184_1.jpg,O. exaltata,O. exaltata,98.54978322982788,cropped,local,True,"[98.54978322982788, 0.00028793006094929297, 0.0006784503966628108, 0.023551523918285966, 1.4003501273691654, 0.025334511883556843]"
FE185_1.jpg,O. exaltata,O. exaltata,99.98242259025574,cropped,local,True,"[99.98242259025574, 2.099932316923514e-05, 0.002967938780784607, 0.0005708162007067585, 0.006450463115470484, 0.007574100163765252]"
FE186_1.jpg,O. exaltata,O. exaltata,99.98486042022705,cropped,local,True,"[99.98486042022705, 6.428130916447117e-07, 6.202308355796049e-06, 6.593473926841398e-05, 0.014749319234397262, 0.0003064871407332248]"
FE187_1.jpg,O. exaltata,O. exaltata,99.99245405197144,cropped,local,True,"[99.99245405197144, 0.00020655149910453474, 4.353660756351019e-05, 8.032001375113396e-06, 0.007193090277723968, 9.247091838915367e-05]"
FE188_1.jpg,O. exaltata,O. exaltata,99.99120235443115,cropped,local,True,"[99.99120235443115, 0.0003062605628656456, 0.0008126013199216686, 0.003413683225517161, 0.002576331280579325, 0.0016959955246420577]"
FE189_1.jpg,O. exaltata,O. exaltata,61.652833223342896,cropped,local,True,"[61.652833223342896, 0.05812023300677538, 0.22967462427914143, 37.40936815738678, 0.02351565199205652, 0.6264764349907637]"
FE18_1.jpg,O. exaltata,O. exaltata,99.639892578125,cropped,local,True,"[99.639892578125, 1.24603651840971e-06, 1.3091169925871782e-06, 4.040070322730571e-06, 0.3596724709495902, 0.0004220947630528826]"
FE190_1.jpg,O. exaltata,O. exaltata,99.97016787528992,cropped,local,True,"[99.97016787528992, 0.0016110256183310412, 0.0041894363675965, 0.0005414678980741883, 0.0021397914679255337, 0.021343528351280838]"
FE190_2.jpg,O. exaltata,O. exaltata,99.96349811553955,cropped,local,True,"[99.96349811553955, 0.001835660259530414, 0.000961210662353551, 0.0003224286047043279, 0.03128618991468102, 0.002092387148877606]"
FE191_1.jpg,O. exaltata,O. exaltata,99.87702965736389,cropped,local,True,"[99.87702965736389, 0.0002922919293268933, 0.0003256702484577545, 0.09970971150323749, 0.019940278434660286, 0.0026853682356886566]"
FE191_2.jpg,O. exaltata,O. exaltata,99.97403025627136,cropped,local,True,"[99.97403025627136, 7.92897822066152e-05, 8.234125914441393e-06, 0.0002684485707504791, 0.005470402902574278, 0.020134076476097107]"
FE192_1.jpg,O. exaltata,O. exaltata,99.660325050354,cropped,local,True,"[99.660325050354, 0.004678188997786492, 0.019109403365291655, 0.003332343476358801, 0.29340232722461224, 0.01916179753607139]"
FE193_1.jpg,O. exaltata,O. exaltata,99.99942779541016,cropped,local,True,"[99.99942779541016, 5.817627979354256e-06, 3.0360456548805814e-05, 5.977173866966723e-07, 0.00044567800614458974, 9.303110459768504e-05]"
FE194_1.jpg,O. exaltata,O. exaltata,99.9639630317688,cropped,local,True,"[99.9639630317688, 0.0044297645217739046, 0.0016858399249031208, 0.000750861636333866, 0.021732547611463815, 0.007432608254021034]"
FE195_1.jpg,O. exaltata,O. exaltata,99.80113506317139,cropped,local,True,"[99.80113506317139, 0.0496902852319181, 0.0008929931027523708, 0.00027946889531449415, 0.14549519401043653, 0.002510166450520046]"
FE196_1.jpg,O. exaltata,O. exaltata,99.86292123794556,cropped,local,True,"[99.86292123794556, 0.00015709485978732118, 8.466327585665567e-05, 0.00047558169171679765, 0.011581439321162179, 0.12478370917961001]"
FE197_1.jpg,O. exaltata,O. exaltata,99.8833954334259,cropped,local,True,"[99.8833954334259, 0.005244034036877565, 0.0012831757885578554, 0.00467106256110128, 0.02328319096704945, 0.08213938563130796]"
FE198_1.jpg,O. exaltata,O. exaltata,99.98812675476074,cropped,local,True,"[99.98812675476074, 0.0010274288797518238, 0.0038271340599749237, 0.00013727311625189031, 0.006590174598386511, 0.00028949436909897486]"
FE199_1.jpg,O. exaltata,O. exaltata,99.99706745147705,cropped,local,True,"[99.99706745147705, 0.0004928100224788068, 0.0001467042466174462, 3.881966392782488e-05, 0.0021649320842698216, 9.499247539679345e-05]"
FE19_1.jpg,O. exaltata,O. exaltata,99.99946355819702,cropped,local,True,"[99.99946355819702, 4.889845399702608e-05, 6.951936626364841e-06, 8.339284818248416e-06, 0.00046953646233305335, 2.790110542605362e-06]"
FE1_1.jpg,O. exaltata,O. exaltata,99.9912977218628,cropped,local,True,"[99.9912977218628, 0.00028209094580233796, 0.00018774165937429643, 0.0004762131084135035, 0.0066465785494074225, 0.0010914211088675074]"
FE200_1.jpg,O. exaltata,O. exaltata,99.98438358306885,cropped,local,True,"[99.98438358306885, 0.0009824167136684991, 0.0025967121473513544, 0.00040743834688328207, 0.01080022266251035, 0.0008312154022860341]"
FE201_1.jpg,O. exaltata,O. exaltata,98.69247674942017,cropped,local,True,"[98.69247674942017, 8.422129553764535e-05, 0.0015463074305444025, 2.8756554115716426e-05, 1.3054730370640755, 0.0003947781351598678]"
FE202_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 6.99939883830325e-08, 4.219463445309657e-07, 5.528351110228868e-07, 1.3665839571075367e-07, 1.5851080448214816e-07]"
FE202_2.jpg,O. exaltata,O. exaltata,99.99994039535522,cropped,local,True,"[99.99994039535522, 4.666681974185849e-06, 6.601492685831545e-06, 1.1140317113245146e-06, 1.7211344527368055e-05, 3.39647755254191e-05]"
FE203_1.jpg,O. exaltata,O. exaltata,99.99836683273315,cropped,local,True,"[99.99836683273315, 9.84702751338773e-05, 0.0001528331836198049, 3.1171293812803924e-05, 0.0012878003872174304, 5.4963879847491626e-05]"
FE204_1.jpg,O. exaltata,O. exaltata,82.95385241508484,cropped,local,True,"[82.95385241508484, 0.2945141401141882, 0.012610973499249667, 0.16046087257564068, 15.433178842067719, 1.145399734377861]"
FE205_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 2.1269142003177421e-07, 6.520316730984632e-07, 1.2824848960590884e-07, 7.528059842165646e-08, 7.479227237539021e-08]"
FE205_2.jpg,O. exaltata,O. exaltata,99.99991655349731,cropped,local,True,"[99.99991655349731, 5.1920412413863914e-08, 1.4038472606614505e-07, 4.778560125373588e-06, 5.313598876455217e-05, 3.580817917736567e-05]"
FE206_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 1.8486364439240788e-06, 4.853100143975553e-07, 1.4230792544367432e-06, 4.92143659158728e-07, 2.1052688481404402e-07]"
FE207_1.jpg,O. exaltata,O. exaltata,99.99959468841553,cropped,local,True,"[99.99959468841553, 1.9656505401144386e-05, 8.113738658721559e-06, 2.136851584566557e-07, 0.00034815216167771723, 2.332500770307888e-05]"
FE207_2.jpg,O. exaltata,O. exaltata,99.32182431221008,cropped,local,True,"[99.32182431221008, 1.2834314588872076e-05, 1.7111824490712024e-05, 0.0011351709872542415, 0.22745183669030666, 0.4495732020586729]"
FE208_1.jpg,O. exaltata,O. exaltata,99.99985694885254,cropped,local,True,"[99.99985694885254, 1.0878258294155785e-06, 2.479542899891385e-05, 0.00011075741213062429, 2.3953051098146716e-06, 1.6971826255485212e-05]"
FE209_1.jpg,O. exaltata,O. exaltata,99.99605417251587,cropped,local,True,"[99.99605417251587, 0.0005731842065870296, 0.002116646646754816, 0.0007982189345057122, 0.00043347658902348485, 2.351487466967228e-05]"
FE20_1.jpg,O. exaltata,O. exaltata,99.9959945678711,cropped,local,True,"[99.9959945678711, 8.363721804016677e-05, 3.5734490211325465e-05, 0.0021489691789611243, 0.0016871183106559329, 5.097436428513902e-05]"
FE210_1.jpg,O. exaltata,O. exaltata,99.99996423721313,cropped,local,True,"[99.99996423721313, 6.233014460121922e-06, 5.2443013487391e-06, 1.2536470705981628e-05, 9.598579708836041e-06, 5.172416273069302e-07]"
FE211_1.jpg,O. exaltata,O. exaltata,99.95569586753845,cropped,local,True,"[99.95569586753845, 0.0014823770470684394, 0.016479183977935463, 0.0021225343516562134, 0.018739474762696773, 0.005481221523950808]"
FE212_1.jpg,O. exaltata,O. exaltata,99.99734163284302,cropped,local,True,"[99.99734163284302, 0.00013911497944718576, 0.0014612733139074408, 0.0003779283588301041, 0.0003887124876200687, 0.0002793824251057231]"
FE213_1.jpg,O. exaltata,O. exaltata,99.93743300437927,cropped,local,True,"[99.93743300437927, 0.004182643897365779, 0.0013904495972383302, 2.0532097266823257e-05, 0.056547956774011254, 0.0004178949893685058]"
FE214_1.jpg,O. exaltata,O. exaltata,99.91023540496826,cropped,local,True,"[99.91023540496826, 0.003147477764287032, 0.002869959826057311, 0.0006710467005177634, 0.07034973823465407, 0.012726683053188026]"
FE215_1.jpg,O. exaltata,O. exaltata,99.99997615814209,cropped,local,True,"[99.99997615814209, 8.447850419202041e-07, 3.284756289190227e-06, 2.160391403549511e-05, 1.962334117422415e-06, 2.0284829815864214e-06]"
FE216_1.jpg,O. exaltata,O. exaltata,99.98644590377808,cropped,local,True,"[99.98644590377808, 0.0002676684061952983, 0.0017548574760439806, 0.00019245687781221932, 0.011338940385030583, 1.6444926131953252e-05]"
FE217_1.jpg,O. exaltata,O. exaltata,99.99991655349731,cropped,local,True,"[99.99991655349731, 3.017268213056923e-06, 5.3001872402091976e-05, 1.2201660126720526e-06, 4.157860189479834e-05, 3.2684535078431054e-07]"
FE218_1.jpg,O. exaltata,O. exaltata,99.77282881736755,cropped,local,True,"[99.77282881736755, 0.0001540269295219332, 0.00031151646453508874, 0.00036973319765820634, 0.06093362462706864, 0.16541281947866082]"
FE219_1.jpg,O. exaltata,O. exaltata,99.9969482421875,cropped,local,True,"[99.9969482421875, 5.750705867058059e-06, 0.0002161029897251865, 6.792926399157295e-06, 0.002368842251598835, 0.0004556551175483037]"
FE21_1.jpg,O. exaltata,O. exaltata,99.99977350234985,cropped,local,True,"[99.99977350234985, 6.571670496668958e-06, 1.3859863656762172e-05, 7.126256491574168e-05, 0.0001272237909688556, 2.1826751961384616e-06]"
FE220_1.jpg,O. exaltata,O. exaltata,99.99953508377075,cropped,local,True,"[99.99953508377075, 9.356532437720944e-07, 9.62674221227644e-05, 1.2444617780715816e-06, 0.00012375229516692343, 0.0002502503321011318]"
FE221_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 3.2641700453694966e-07, 3.521590485888737e-06, 1.0423093499412062e-06, 1.3923445729702166e-07, 2.4214261706845264e-07]"
FE222_1.jpg,O. exaltata,O. exaltata,99.9998688697815,cropped,local,True,"[99.9998688697815, 1.0068006162100573e-05, 0.0001225900518875278, 6.7169891870833e-07, 3.466135822804972e-06, 4.924168850450883e-08]"
FE223_1.jpg,O. exaltata,O. exaltata,99.99856948852539,cropped,local,True,"[99.99856948852539, 1.17347632055953e-05, 1.0732908606314595e-05, 0.00042273077269783244, 0.0009725390555104241, 1.2662991366596543e-05]"
FE224_1.jpg,O. exaltata,O. exaltata,99.9523401260376,cropped,local,True,"[99.9523401260376, 0.0014315919543150812, 0.005111788414069451, 0.00010426048220324446, 0.04036346508655697, 0.0006388885594788007]"
FE225_1.jpg,O. exaltata,O. exaltata,99.96480941772461,cropped,local,True,"[99.96480941772461, 1.9088750491391693e-05, 7.32435751160665e-05, 4.1179063714480435e-06, 0.001773177609720733, 0.03332271007820964]"
FE225_2.jpg,O. exaltata,O. exaltata,99.61385130882263,cropped,local,True,"[99.61385130882263, 0.00356806194758974, 0.0005473961664392846, 4.948612399857666e-05, 0.002416003553662449, 0.3795781871303916]"
FE226_1.jpg,O. exaltata,O. exaltata,99.99773502349854,cropped,local,True,"[99.99773502349854, 1.5141620224312646e-05, 0.00013254306168164476, 1.1152529566516023e-06, 0.001057336794474395, 0.0010632237717800308]"
FE227_1.jpg,O. exaltata,O. exaltata,99.99821186065674,cropped,local,True,"[99.99821186065674, 3.7806879049639974e-05, 5.3364976793091046e-05, 2.1447088727200025e-05, 0.001603369673830457, 7.59959391416487e-05]"
FE228_1.jpg,O. exaltata,O. exaltata,99.99716281890869,cropped,local,True,"[99.99716281890869, 1.6817716996797571e-06, 2.47758265459197e-05, 1.642311531213636e-05, 0.0026480718588572927, 0.00014911641983417212]"
FE229_1.jpg,O. exaltata,O. exaltata,99.99998807907104,cropped,local,True,"[99.99998807907104, 2.7552269799002715e-06, 3.4459887388038624e-06, 7.478477925815241e-06, 2.116942710017611e-06, 1.2882491517984818e-06]"
FE22_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 1.708304253611459e-06, 7.62763274764211e-07, 3.107075841057849e-06, 3.217644106712214e-06, 3.6805250513971544e-08]"
FE230_1.jpg,O. exaltata,O. exaltata,99.99996423721313,cropped,local,True,"[99.99996423721313, 2.2255251863612102e-06, 3.484901185402123e-05, 3.64055258161855e-08, 2.631373163808348e-06, 3.2039537689598774e-07]"
FE231_1.jpg,O. exaltata,O. exaltata,97.83422946929932,cropped,local,True,"[97.83422946929932, 0.003844811362796463, 0.00022237729808693985, 0.0008887443982530385, 0.07182344561442733, 2.0890019834041595]"
FE231_2.jpg,O. exaltata,O. exaltata,99.99980926513672,cropped,local,True,"[99.99980926513672, 7.09653363628604e-05, 2.901845430614003e-07, 3.686627181309632e-06, 9.25448603084078e-05, 2.6867468250202364e-05]"
FE232_1.jpg,O. exaltata,O. exaltata,99.99861717224121,cropped,local,True,"[99.99861717224121, 6.615964309730771e-06, 1.4017321525727766e-06, 9.64343257692235e-05, 0.0012677945051109418, 8.08656110962147e-06]"
FE233_1.jpg,O. exaltata,O. exaltata,99.99808073043823,cropped,local,True,"[99.99808073043823, 0.0001297349285778182, 8.793487040748005e-05, 0.001499974496255163, 8.16944520920515e-05, 0.00011562370900719543]"
FE234_1.jpg,O. exaltata,O. exaltata,99.92509484291077,cropped,local,True,"[99.92509484291077, 0.0004260260539012961, 4.48416024312337e-06, 0.00010327406698706909, 0.06410724017769098, 0.010255906818201765]"
FE235_1.jpg,O. exaltata,O. exaltata,99.99840259552002,cropped,local,True,"[99.99840259552002, 4.094835901469196e-05, 5.184652707157511e-07, 5.535897003028367e-05, 0.0010507215847610496, 0.00044745443119609263]"
FE236_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 1.463143634028441e-08, 8.046437648123739e-10, 3.1464691963023483e-08, 2.0626087504638235e-07, 4.280628282393728e-09]"
FE237_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 2.117386044275804e-07, 1.4902730161026057e-07, 3.6428757788087296e-07, 2.1462071231326263e-06, 9.046194016093523e-07]"
FE238_1.jpg,O. exaltata,O. exaltata,99.99997615814209,cropped,local,True,"[99.99997615814209, 6.195604473901994e-07, 2.4719984281773577e-06, 1.2961761797214422e-05, 1.2858133402460226e-05, 2.067571225339293e-07]"
FE239_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 8.362030512465424e-09, 2.1193244381656484e-08, 3.978160162398936e-09, 2.5032498296440053e-08, 1.7059417767306684e-08]"
FE23_1.jpg,O. exaltata,O. exaltata,99.97512698173523,cropped,local,True,"[99.97512698173523, 0.0035635122912935913, 2.2893489415309887e-05, 0.0010821961041074246, 0.020177547412458807, 1.9434290265962773e-05]"
FE240_1.jpg,O. exaltata,O. exaltata,99.99992847442627,cropped,local,True,"[99.99992847442627, 2.723186787179088e-07, 2.1336901134816344e-07, 1.5849812781687511e-09, 6.35915171187662e-05, 1.3412557109404588e-05]"
FE240_2.jpg,O. exaltata,O. exaltata,99.94639754295349,cropped,local,True,"[99.94639754295349, 0.0007720587746007368, 6.311858555818617e-05, 1.5566919975285032e-07, 0.04070690192747861, 0.012063000031048432]"
FE241_1.jpg,O. exaltata,O. exaltata,99.99887943267822,cropped,local,True,"[99.99887943267822, 8.379966720539755e-08, 1.8843447635585875e-08, 1.055537213190405e-07, 0.0010826194738911, 3.965816688378254e-05]"
FE242_1.jpg,O. exaltata,O. exaltata,99.99994039535522,cropped,local,True,"[99.99994039535522, 1.6375970801618678e-06, 3.3025504553307883e-07, 2.1576757047725437e-08, 5.6532616099502775e-05, 2.2318955572586674e-07]"
FE243_1.jpg,O. exaltata,O. exaltata,99.99998807907104,cropped,local,True,"[99.99998807907104, 5.264732538812211e-08, 7.532856005632027e-08, 1.43521461382079e-06, 1.2750372491154849e-05, 2.4400089060350183e-06]"
FE243_2.jpg,O. exaltata,O. exaltata,99.99988079071045,cropped,local,True,"[99.99988079071045, 9.775786846688561e-08, 5.43235456618163e-08, 8.413483243430164e-06, 8.950919436756521e-05, 1.5056525626278017e-05]"
FE244_1.jpg,O. exaltata,O. exaltata,99.99964237213135,cropped,local,True,"[99.99964237213135, 8.368430712835107e-05, 0.00014768856999580748, 2.6125374574803573e-05, 4.822570076612465e-06, 0.00011126852541565313]"
FE244_2.jpg,O. exaltata,O. exaltata,99.99998807907104,cropped,local,True,"[99.99998807907104, 1.83579000889722e-06, 3.1822606771925166e-07, 3.149330041196663e-06, 2.000080279174199e-06, 1.6463521035348094e-05]"
FE245_1.jpg,O. exaltata,O. exaltata,99.99877214431763,cropped,local,True,"[99.99877214431763, 0.00025033125439222204, 9.162331480183639e-05, 0.0005951541879767319, 9.9226144811837e-05, 0.00018830010048986878]"
FE245_2.jpg,O. exaltata,O. exaltata,99.99878406524658,cropped,local,True,"[99.99878406524658, 0.00012068632031514426, 9.408431651536375e-05, 1.5550250509477337e-05, 0.00012905344419777975, 0.0008545166565454565]"
FE246_1.jpg,O. exaltata,O. exaltata,99.96180534362793,cropped,local,True,"[99.96180534362793, 0.003038845352421049, 0.0010017408385465387, 2.8868529966530332e-05, 0.025284773437306285, 0.008838775829644874]"
FE246_2.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 7.531410162187058e-07, 1.9919486504704764e-06, 6.292010749225918e-10, 2.4252440056216074e-07, 5.615096720923418e-08]"
FE247_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 6.984791911524013e-09, 9.530490840958805e-08, 1.5165344674494818e-09, 2.4007765220268595e-08, 8.521676697625935e-08]"
FE248_1.jpg,O. exaltata,O. exaltata,99.97147917747498,cropped,local,True,"[99.97147917747498, 0.0001771592906152364, 0.00032594307413091883, 1.4364464107075037e-05, 0.005336435424396768, 0.022670216276310384]"
FE249_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 2.6836863842305547e-07, 2.6685318399444213e-07, 8.483253682856073e-09, 6.958895237829665e-07, 1.8008529778512639e-06]"
FE24_1.jpg,O. exaltata,O. exaltata,98.16280007362366,cropped,local,True,"[98.16280007362366, 0.0004451442237041192, 4.523789343124918e-06, 0.0010272102372255176, 1.835448108613491, 0.0002766785200947197]"
FE24_2.jpg,O. exaltata,O. exaltata,89.98944163322449,cropped,local,True,"[89.98944163322449, 0.08320341003127396, 0.17607074696570635, 0.12363007990643382, 8.569582551717758, 1.0580558329820633]"
FE250_1.jpg,O. exaltata,O. exaltata,100.0,cropped,local,True,"[100.0, 8.994810452023216e-09, 6.281297704191502e-08, 5.55100498900174e-07, 3.2031957641898146e-08, 7.716521865930304e-09]"
FE250_2.jpg,O. exaltata,O. exaltata,99.28655624389648,cropped,local,True,"[99.28655624389648, 2.1643000991389272e-05, 3.587209960187465e-05, 0.07238869438879192, 0.6083122920244932, 0.0326732435496524]"
FE251_1.jpg,O. exaltata,O. exaltata,99.99991655349731,cropped,local,True,"[99.99991655349731, 7.797950479782045e-09, 9.853670768222855e-07, 8.04052575631431e-06, 4.6626524863313534e-05, 2.7457284090814937e-05]"
FE251_2.jpg,O. exaltata,O. exaltata,99.99994039535522,cropped,local,True,"[99.99994039535522, 2.1080319712041273e-07, 1.924943937581247e-06, 2.1731443311523435e-07, 9.018989999276528e-06, 4.4125548015472305e-05]"
FE252_1.jpg,O. exaltata,O. exaltata,99.99973773956299,cropped,local,True,"[99.99973773956299, 1.9832762099269985e-07, 2.4174246604502514e-06, 0.00010028958286056877, 0.00010515962003410095, 6.485824428636988e-05]"
FE253_1.jpg,O. exaltata,O. exaltata,99.99158382415771,cropped,local,True,"[99.99158382415771, 5.924928103695493e-06, 0.0018690765500650741, 9.09498055534641e-05, 0.00192494935618015, 0.004533739775069989]"
FE254_1.jpg,O. exaltata,O. exaltata,99.98716115951538,cropped,local,True,"[99.98716115951538, 0.0006487040536740096, 0.004922194784739986, 0.00018125286942449748, 0.006109137029852718, 0.0009739743290992919]"
FE255_1.jpg,O. exaltata,O. exaltata,99.88453388214111,cropped,local,True,"[99.88453388214111, 0.0018070155419991352, 0.0029374201403697953, 9.544463637212175e-05, 0.0038533271435881034, 0.10676368838176131]"
FE256_1.jpg,O. exaltata,O. exaltata,98.43361377716064,cropped,local,True,"[98.43361377716064, 0.016251600754912943, 0.011802168592112139, 0.00020378299723233795, 1.0262859053909779, 0.5118481814861298]"
FE257_1.jpg,O. exaltata,O. exaltata,99.99985694885254,cropped,local,True,"[99.99985694885254, 0.00010104572538693901, 3.278879319168482e-05, 1.565656582158681e-06, 7.091148290783167e-06, 2.942567300934229e-07]"
FE257_2.jpg,O. exaltata,O. exaltata,71.61397337913513,cropped,local,True,"[71.61397337913513, 5.747895687818527, 2.2170178592205048, 2.262331545352936, 9.859135746955872, 8.29964503645897]"
FE258_1.jpg,O. exaltata,O. exaltata,99.8790442943573,cropped,local,True,"[99.8790442943573, 7.723033235151888e-06, 1.2297175544517813e-05, 0.0891840667463839, 0.001286499264097074, 0.030469620833173394]"
FE258_2.jpg,O. exaltata,O. sphegodes_Palena,42.302727699279785,cropped,local,False,"[24.947622418403625, 0.02079935511574149, 0.08630433585494757, 31.58017098903656, 1.062375120818615, 42.302727699279785]"
FE259_1.jpg,O. exaltata,O. sphegodes_Palena,70.62119841575623,cropped,local,False,"[27.684754133224487, 7.026428883172287e-08, 2.5530665581641188e-06, 1.6816392540931702, 0.012398057151585817, 70.62119841575623]"
FE259_2.jpg,O. exaltata,O. exaltata,99.96132254600525,cropped,local,True,"[99.96132254600525, 3.173788343246997e-07, 1.4349525123691365e-06, 0.03684277762658894, 3.1627357088837016e-05, 0.0017985701560974121]"
FE25_1.jpg,O. exaltata,O. exaltata,59.135639667510986,cropped,local,True,"[59.135639667510986, 0.019785422773566097, 1.3314802060904185e-05, 0.011286055814707652, 40.83029627799988, 0.0029780130716972053]"
FE260_1.jpg,O. exaltata,O. exaltata,97.93896079063416,cropped,local,True,"[97.93896079063416, 0.002800645597744733, 0.06570928380824625, 0.11976780369877815, 0.033141940366476774, 1.839623600244522]"
FE261_1.jpg,O. exaltata,O. exaltata,99.89171028137207,cropped,local,True,"[99.89171028137207, 0.006924121407791972, 0.007121842645574361, 0.00038217644942051265, 0.07991900201886892, 0.013958127237856388]"
FE262_1.jpg,O. exaltata,O. exaltata,99.9998688697815,cropped,local,True,"[99.9998688697815, 5.226003452207806e-06, 8.831084983285109e-05, 3.1955806889527594e-05, 6.2517131027561845e-06, 1.2206472277398461e-06]"
FE263_1.jpg,O. exaltata,O. exaltata,99.99992847442627,cropped,local,True,"[99.99992847442627, 2.9508993293347885e-05, 2.7017708248422423e-05, 2.231325169077536e-05, 5.499166277900258e-06, 3.409310167512558e-06]"
FE263_2.jpg,O. exaltata,O. exaltata,99.99967813491821,cropped,local,True,"[99.99967813491821, 3.158796744173742e-05, 7.203642127251442e-06, 1.386886161469647e-06, 0.00014466419315795065, 0.0001310192942582944]"
FE264_1.jpg,O. exaltata,O. exaltata,98.97301197052002,cropped,local,True,"[98.97301197052002, 0.0767896301113069, 0.06101938779465854, 0.0270143587840721, 0.7804364431649446, 0.08173274109140038]"
FE265_1.jpg,O. exaltata,O. exaltata,99.99971389770508,cropped,local,True,"[99.99971389770508, 5.04731644923595e-05, 0.00011682978993121651, 2.2623683548772533e-05, 0.00010100271765622892, 8.746066981757394e-07]"
FE265_2.jpg,O. exaltata,O. exaltata,99.99964237213135,cropped,local,True,"[99.99964237213135, 1.1282393908018662e-07, 3.1525129728926515e-08, 5.39224975781849e-07, 0.0002853762680388172, 6.695319711980119e-05]"
